State,City,Neighborhood,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0052E,DP03_0002E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0024E,DP03_0096E,DP03_0025E,B09019_003E,B25034_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,S1501_C01_009E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S2503_C01_013E,S2503_C01_024E,S2701_C01_031E,S2701_C01_032E,S2701_C01_033E,S2701_C01_034E,S2701_C01_035E,Vibe,Activities
Arizona,Pheonix,New Village,40823.66666666666,20367.33333333333,20456.33333333333,2264.333333333333,2973.6666666666665,3303.0,3157.6666666666665,1505.3333333333333,3466.333333333333,5661.333333333333,6168.666666666667,2916.6666666666665,2631.333333333333,4698.333333333333,1672.0,405.0,43.66666666666666,33435.333333333336,912.6666666666666,197.33333333333331,2439.333333333333,1127.0,261.3333333333333,45.333333333333336,20130.33333333333,12995.666666666666,1326.6666666666667,45.66666666666666,122.66666666666669,4349.666666666667,38833.333333333336,31.433333333333337,14122.0,15009.666666666666,267.6666666666667,4206.333333333333,7921.666666666667,1896.0,372.3333333333333,229.33333333333331,68.33333333333333,27.0,12.333333333333334,8.666666666666666,4691.0,3117.0,7541.666666666667,4830.333333333333,119515.0,1876.6666666666667,37081.66666666666,3261.6666666666665,2124.333333333333,1137.3333333333333,3517.6666666666665,Emerging neighborhood with a mix of residential and business hubs.,Explore nearby Central City attractions. Attend local community events. Try growing coffee shops and eateries.
Arizona,Pheonix,North Gateway,37057.4,18322.4,18735.0,2273.4,2640.4,2931.6,2729.0,1550.2,3945.8,5504.2,5592.8,2417.4,2232.0,3644.8,1264.0,331.8,39.1,29384.6,883.2,181.6,2722.4,1441.2,288.8,45.2,19391.0,12451.0,1267.6,45.2,129.6,4233.2,34916.4,28.82,13248.2,14138.4,224.2,3579.2,7060.0,2087.6,835.8,197.8,61.6,36.8,21.8,33.6,3742.8,2677.6,7071.2,4684.8,119860.4,1913.2,32923.6,3782.2,2317.6,1464.6,3058.8,"Expansive and serene, with a focus on nature.",Visit the Sonoran Desert Preserve. Go off-roading or biking in desert trails. Shop at Happy Valley Towne Center.
Arizona,Pheonix,North Mountain,35798.90909090909,17747.090909090908,18051.81818181818,2297.909090909091,2091.2727272727275,1999.8181818181815,2111.7272727272725,2673.0,5500.0,4693.454545454545,4426.090909090909,2338.6363636363635,2091.6363636363635,3180.3636363636365,1645.8181818181818,749.1818181818181,38.5,23856.272727272728,2422.909090909091,894.9090909090909,1224.2727272727273,182.3636363636364,238.3636363636364,56.0,19180.727272727272,12173.454545454546,1979.2727272727277,413.09090909090907,293.72727272727275,2425.5454545454545,31440.18181818182,26.55454545454546,14283.363636363636,15169.0,32.63636363636363,429.54545454545456,965.0909090909092,1868.090909090909,3847.909090909091,5041.636363636364,1726.5454545454545,970.0909090909092,176.0909090909091,111.36363636363636,5972.818181818182,2320.0,4534.0,2653.5454545454545,70061.63636363637,1284.5454545454545,30768.727272727272,4830.454545454545,2304.0,2526.454545454545,5159.909090909091,Outdoor-focused with a mix of urban and suburban living.,Hike at North Mountain Park. Dine at local favorites along 7th Street. Enjoy Lookout Mountain Golf Club.
Arizona,Pheonix,North Scottsdale,32428.666666666668,15773.333333333334,16655.333333333332,1300.3333333333333,1409.6666666666667,1970.0,1737.6666666666667,1342.6666666666667,3443.333333333333,3726.3333333333335,4659.0,2689.0,2578.0,4274.0,2479.333333333333,819.3333333333334,44.96666666666667,26694.33333333333,584.0,80.0,2361.0,1163.6666666666667,334.6666666666667,21.0,16851.333333333332,10016.0,948.3333333333334,106.66666666666669,195.33333333333331,4465.0,31059.33333333333,22.83333333333333,13986.0,16299.333333333334,107.0,1888.6666666666667,3622.6666666666665,5499.333333333333,2996.0,1840.0,261.6666666666667,39.0,15.333333333333334,29.666666666666668,2712.333333333333,1576.6666666666667,9033.0,6554.333333333333,112370.0,2013.0,27825.666666666668,4403.666666666667,2415.0,1988.6666666666667,2900.0,"Luxurious and sophisticated, with a desert-meets-city vibe.",Visit Taliesin West (Frank Lloyd Wright’s winter home). Golf at world-class courses like TPC Scottsdale. Explore upscale shops and restaurants at Kierland Commons.
Arizona,Pheonix,Paradise Valley,34531.7,17247.3,17284.4,1807.2,1806.2,1841.2,1797.4,1950.0,4986.6,4478.8,4465.0,2698.0,2396.3,3737.9,1763.4,803.7,42.77,26098.1,1116.1,442.6,1903.6,966.3,243.6,113.7,19587.1,12576.0,1336.3,218.5,305.0,3732.8,31564.2,23.28,14767.5,16034.4,66.8,1077.5,1931.1,3428.3,4343.9,3615.1,904.4,495.3,88.1,83.9,4181.1,2092.3,7148.5,4915.1,103462.3,1730.7,29444.9,4895.6,2424.9,2470.7,3608.5,"Affluent and scenic, with a tranquil desert vibe.",Relax at luxury resorts and spas like the Sanctuary. Dine at exclusive fine-dining spots. Visit Camelback Golf Club.
Arizona,Pheonix,Pinnacle Peak,31133.0,15205.0,15928.0,1701.0,1607.0,1644.0,2010.0,1282.0,1794.0,2833.0,5245.0,3294.0,2123.0,4852.0,2177.0,571.0,51.0,28044.0,301.0,54.0,743.0,277.0,166.0,18.0,15997.0,10427.0,451.0,25.0,222.0,4020.0,29415.0,26.6,12392.0,13509.0,73.0,2038.0,3163.0,5766.0,1189.0,896.0,225.0,122.0,37.0,0.0,3220.0,1914.0,7632.0,4917.0,117938.0,2030.0,28891.0,2210.0,1570.0,640.0,2644.0,"Picturesque desert living, with a focus on outdoor activities.",Hike Pinnacle Peak Park. Ride horses through desert trails. Enjoy local dining with mountain views.
Arizona,Pheonix,South Mountain,35235.38461538462,17813.53846153846,17421.846153846152,2190.3846153846152,2204.769230769231,2510.692307692308,2531.230769230769,2818.692307692308,6272.615384615385,4876.769230769231,4187.538461538462,1934.8461538461536,1853.6153846153843,2415.0,1081.923076923077,357.3076923076923,33.65384615384615,18062.0,3958.076923076923,1253.7692307692307,1539.4615384615386,439.38461538461536,304.0769230769231,151.30769230769232,18572.0,11672.923076923076,1879.7692307692307,411.61538461538464,263.15384615384613,2575.769230769231,29848.615384615383,23.638461538461534,12606.153846153846,13548.692307692309,78.15384615384616,1213.0,2585.3846153846152,2122.692307692308,2198.153846153846,2350.4615384615386,1324.5384615384614,963.3076923076924,351.15384615384613,361.84615384615387,5119.923076923077,1737.6923076923076,4554.538461538462,2962.692307692308,69988.07692307692,1362.3076923076924,28415.46153846154,6352.384615384615,2544.769230769231,3807.6153846153848,3758.076923076923,Natural beauty and community-focused suburban charm.,Explore South Mountain Park and Preserve. Visit Mystery Castle for a quirky experience. Bike along scenic Baseline Road.
California,Los Angeles,Arleta,99804.0,51123.0,48681.0,5650.0,6872.0,7365.0,7465.0,8076.0,15572.0,12893.0,13240.0,6323.0,4505.0,6822.0,3879.0,1142.0,34.3,33934.0,1902.0,1007.0,4574.0,67.0,318.0,88.0,48119.0,30578.0,7027.0,1587.0,606.0,2663.0,87301.0,30.1,22995.0,23926.0,15.0,552.0,1143.0,1102.0,2554.0,2385.0,2826.0,9832.0,2903.0,614.0,17118.0,2463.0,5491.0,1671.0,76942.0,1897.0,56881.0,42543.0,20577.0,21966.0,11382.0,Quiet suburban area with a strong sense of community.,Relax at Branford Park. Explore local Mexican eateries. Visit Hansen Dam Recreation Area nearby for outdoor fun.
California,Los Angeles,Arlington Heights,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0,"Historically rich, diverse, and urban.",Visit the nearby West Adams District for Victorian architecture. Check out local cafes and small art galleries. Explore Harold A. Henry Park for a neighborhood retreat.
California,Los Angeles,Atwater Village,28244.0,14236.0,14008.0,1118.0,1293.0,841.0,862.0,1326.0,5054.0,5330.0,4396.0,1759.0,1406.0,2814.0,1354.0,691.0,41.4,14131.0,452.0,542.0,5772.0,109.0,926.0,9.0,17146.0,9465.0,1061.0,494.0,269.0,4067.0,26667.0,30.5,12052.0,13126.0,54.0,588.0,319.0,414.0,954.0,1349.0,1104.0,1915.0,1160.0,5269.0,2604.0,1540.0,8585.0,4199.0,108338.0,2207.0,19315.0,8653.0,5495.0,3158.0,3112.0,Charming and trendy with an indie feel.,Stroll along Glendale Boulevard for boutiques and cafes. Explore Los Angeles River bike paths. Enjoy brunch at the famous Proof Bakery.
California,Los Angeles,Baldwin Hills,33076.0,15581.0,17495.0,1544.0,1454.0,2076.0,1345.0,2296.0,5109.0,4680.0,4532.0,1998.0,2184.0,3500.0,1630.0,728.0,41.6,3129.0,21047.0,337.0,991.0,76.0,139.0,36.0,17693.0,10368.0,1040.0,1864.0,160.0,1822.0,30840.0,34.8,14694.0,16112.0,35.0,66.0,449.0,424.0,708.0,792.0,3619.0,4353.0,2772.0,2894.0,4851.0,2020.0,4317.0,3611.0,57880.0,1596.0,26291.0,6762.0,2847.0,3915.0,5294.0,Family-oriented with sweeping views of the city.,Hike Kenneth Hahn State Recreation Area. Visit the Baldwin Hills Scenic Overlook. Explore the local African American cultural landmarks.
California,Los Angeles,Bel Air Estates,21843.5,10525.5,11318.0,1164.5,1095.5,1181.5,1039.0,1121.5,3557.5,3104.5,2555.5,1328.5,1030.5,2547.0,1427.0,691.0,43.0,17299.5,354.0,19.5,1771.0,330.5,537.5,4.5,12253.5,6778.0,494.0,161.5,443.5,3134.5,21477.5,27.4,9576.0,10961.5,5.0,671.5,680.0,705.5,980.5,1993.5,2137.0,2013.5,742.5,1032.5,899.0,563.5,6214.5,6685.5,182399.5,3344.0,17256.0,4586.5,3288.0,1298.5,1415.5,"Luxurious and exclusive, with serene privacy.",Take a scenic drive through winding hillside roads. Visit Getty Center for art and architecture. Experience upscale dining at nearby Westwood or Beverly Hills.
California,Los Angeles,Beverly Glen,7868.0,3683.0,4185.0,388.0,510.0,482.0,658.0,291.0,452.0,966.0,1103.0,564.0,414.0,1230.0,580.0,230.0,46.6,6262.0,180.0,0.0,539.0,75.0,176.0,0.0,3843.0,2208.0,231.0,26.0,57.0,801.0,7785.0,29.7,3001.0,3602.0,0.0,76.0,151.0,301.0,231.0,938.0,628.0,696.0,224.0,357.0,279.0,226.0,1629.0,2591.0,203194.0,,5810.0,2058.0,1582.0,476.0,479.0,"Upscale and quiet, with a nature-oriented vibe.",Explore Franklin Canyon Park. Visit nearby Mulholland Drive for iconic views. Enjoy refined dining at Glen Centre.
California,Los Angeles,Brentwood,35819.0,17368.0,18451.0,1941.0,1681.0,1881.0,1420.0,1952.0,6663.0,5243.0,4008.0,2093.0,1647.0,3864.0,2274.0,1152.0,39.4,28337.0,528.0,39.0,3003.0,586.0,899.0,9.0,20664.0,11348.0,757.0,297.0,830.0,5468.0,35170.0,25.1,16151.0,18321.0,10.0,1267.0,1209.0,1110.0,1730.0,3049.0,3646.0,3331.0,1261.0,1708.0,1519.0,901.0,10800.0,10780.0,161605.0,3344.0,28702.0,7115.0,4994.0,2121.0,2352.0,"Sophisticated yet laid-back, with an affluent suburban vibe.",Visit the Getty Museum. Stroll along San Vicente Boulevard for shopping and dining. Relax at Brentwood Farmers Market on Sundays.
California,Los Angeles,Byzantine-Latino Quarter,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0,"Diverse and historic, with strong cultural influences.",Visit St. Sophia Cathedral for stunning architecture. Explore local Central American food trucks. Discover historic murals in the area.
California,Los Angeles,Canoga Park,54369.0,26572.0,27797.0,2779.0,3136.0,3171.0,3610.0,3464.0,7594.0,6505.0,7926.0,3976.0,3708.0,4801.0,2338.0,1361.0,40.3,23029.0,2630.0,440.0,8639.0,1022.0,1182.0,21.0,29742.0,18383.0,2731.0,1210.0,385.0,3851.0,48618.0,30.4,18276.0,18780.0,15.0,767.0,528.0,1385.0,3832.0,3918.0,4138.0,3622.0,287.0,288.0,7652.0,3743.0,8396.0,4472.0,79673.0,1999.0,33916.0,20034.0,11182.0,8852.0,6130.0,Suburban and family-friendly with a mix of cultures.,Visit the Canoga-Owensmouth Historical Museum. Shop and dine at Westfield Topanga. Explore Warner Center Park for concerts in the summer.
California,Los Angeles,Castellemare,21298.0,10120.0,11178.0,1376.0,1538.0,1732.0,1241.0,506.0,1147.0,2708.0,3064.0,1404.0,1486.0,2781.0,1556.0,759.0,46.7,17587.0,172.0,0.0,1596.0,183.0,474.0,2.0,9645.0,5369.0,381.0,11.0,168.0,2975.0,21155.0,26.6,8135.0,9106.0,91.0,430.0,777.0,879.0,655.0,1703.0,1046.0,1961.0,1045.0,519.0,790.0,646.0,5675.0,5923.0,225256.0,,18136.0,3162.0,2399.0,763.0,1349.0,Exclusive coastal enclave with Mediterranean vibes.,Hike in the Santa Monica Mountains. Visit Will Rogers State Historic Park. Enjoy serene beach views at nearby Pacific Palisades.
California,Los Angeles,Cheviot Hills,25956.0,12908.0,13048.0,1526.0,1669.0,1028.0,734.0,1175.0,4703.0,3845.0,3492.0,1732.0,1473.0,2356.0,1469.0,754.0,40.1,16009.0,619.0,51.0,4902.0,642.0,2076.0,60.0,14869.0,8551.0,731.0,479.0,396.0,3441.0,25033.0,25.0,11414.0,12545.0,117.0,893.0,746.0,566.0,1268.0,1760.0,1093.0,1872.0,1758.0,2472.0,1566.0,921.0,7417.0,6334.0,123929.0,2783.0,18905.0,6926.0,4242.0,2684.0,2439.0,"Quiet, upscale residential area with old Hollywood charm.",Play golf at Rancho Park Golf Course. Walk along tree-lined streets with historic homes. Visit nearby Century City for high-end shopping.
California,Los Angeles,Chinatown,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0,"Vibrant, cultural, and eclectic.",Eat dim sum at Golden Dragon or Yang Chow. Shop for unique goods at Far East Plaza. Visit the Chinese American Museum.
California,Los Angeles,Country Club Park,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0,Historic and charming with early 20th-century homes.,Walk the historic streets to admire Craftsman-style homes. Explore nearby Mid-Wilshire museums. Enjoy Korean BBQ at nearby Koreatown spots.
California,Los Angeles,Crenshaw,33076.0,15581.0,17495.0,1544.0,1454.0,2076.0,1345.0,2296.0,5109.0,4680.0,4532.0,1998.0,2184.0,3500.0,1630.0,728.0,41.6,3129.0,21047.0,337.0,991.0,76.0,139.0,36.0,17693.0,10368.0,1040.0,1864.0,160.0,1822.0,30840.0,34.8,14694.0,16112.0,35.0,66.0,449.0,424.0,708.0,792.0,3619.0,4353.0,2772.0,2894.0,4851.0,2020.0,4317.0,3611.0,57880.0,1596.0,26291.0,6762.0,2847.0,3915.0,5294.0,Culturally rich with a strong African American heritage.,Visit the Leimert Park Village for jazz and art galleries. Explore the African American Firefighter Museum. Attend community events at Crenshaw Plaza.
California,Los Angeles,Cypress Park,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0,"Up-and-coming, hip, and artsy.",Walk along the LA River Path. Visit Frogtown Brewery for craft beers. Explore Heritage Square Museum for Victorian-era homes.
